Timestamp,Market Price (USD),Expected Monthly Rent (USD),Has Solar,Has Water Recycling,Has Smart Locks,Has Smart Thermostats,Has Integrated Security,Has EV Charging,Traditional ROI (Net),Smart ROI (Net),Predicted ROI (Model)
6/16/2025 10:07,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 10:07,120000,1000,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5.54,6.1,7.15
6/16/2025 10:07,120000,1000,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,8.56,6.1,7.15
6/16/2025 10:07,120000,1000,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5.54,6.1,7.15
6/16/2025 10:16,120000,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,8.51,6.1,7
6/16/2025 10:21,124000,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,7.91,5.81,6.68
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6/16/2025 13:19,125000,1250,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,6.04,7.9,8.76
6/16/2025 15:20,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:20,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.56,6.1,6.9
6/16/2025 15:20,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.56,6.1,6.9
6/16/2025 15:20,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.56,6.1,6.9
6/16/2025 15:21,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.56,6.1,6.9
6/16/2025 15:21,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.56,6.1,6.9
6/16/2025 15:21,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.56,6.1,6.9
6/16/2025 15:21,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:21,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 15:21,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:21,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 15:21,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:23,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:23,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:23,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:23,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:23,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:23,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:24,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:24,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:24,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:24,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:24,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:24,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.56,6.1,6.9
6/16/2025 15:24,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.74,6.1,6.9
6/16/2025 15:24,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.56,6.1,6.9
6/16/2025 15:24,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:24,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.52,6.1,6.9
6/16/2025 15:25,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.51,6.1,6.9
6/16/2025 15:25,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 15:25,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.69,6.1,6.9
6/16/2025 15:25,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 15:25,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 15:25,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 15:25,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 15:26,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 15:26,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 15:43,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 15:43,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 15:43,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
6/16/2025 15:43,120000,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.52,6.1,6.9
